Subject,Block,Trial,Running_Trial,Selected,Warning,Covered,Action,Outcome,Cum_Outcome
6,1,1,1,1,0,0,0,0,0
6,1,2,2,1,0,0,1,2,2
6,1,3,3,1,0,0,1,2,4
6,1,4,4,5,1,0,1,2,6
6,1,5,5,5,0,0,1,2,8
6,1,6,6,5,0,0,0,0,8
6,1,7,7,1,1,1,1,-1,7
6,1,8,8,5,0,0,1,2,9
6,1,9,9,5,0,0,1,2,11
6,1,10,10,6,1,1,1,-5,6
6,1,11,11,5,0,0,0,0,6
6,1,12,12,5,0,0,0,0,6
6,1,13,13,5,0,0,1,2,8
6,1,14,14,1,0,0,1,2,10
6,1,15,15,5,0,0,1,2,12
6,1,16,16,5,0,0,1,2,14
6,1,17,17,5,1,0,1,2,16
6,1,18,18,5,0,0,1,2,18
6,1,19,19,5,0,0,1,2,20
6,1,20,20,4,1,0,0,0,20
6,1,21,21,5,0,0,1,2,22
6,1,22,22,5,0,0,1,2,24
6,1,23,23,5,1,0,1,2,26
6,1,24,24,5,0,0,1,2,28
6,1,25,25,5,1,0,1,2,30
6,2,1,26,6,0,0,1,2,32
6,2,2,27,6,0,0,1,2,34
6,2,3,28,6,0,0,1,2,36
6,2,4,29,6,1,1,1,-4,32
6,2,5,30,6,0,0,1,2,34
6,2,6,31,6,1,0,1,2,36
6,2,7,32,4,0,0,1,8,44
6,2,8,33,4,1,1,1,-9,35
6,2,9,34,6,0,0,1,2,37
6,2,10,35,6,0,0,1,2,39
6,2,11,36,2,1,0,1,8,47
6,2,12,37,2,1,0,0,0,47
6,2,13,38,2,1,1,1,-5,42
6,2,14,39,6,0,0,1,2,44
6,2,15,40,2,1,0,0,0,44
6,2,16,41,6,0,0,1,2,46
6,2,17,42,6,0,0,1,2,48
6,2,18,43,4,1,1,1,-9,39
6,2,19,44,2,1,1,1,-5,34
6,2,20,45,6,0,0,1,2,36
6,2,21,46,6,0,0,1,2,38
6,2,22,47,6,0,0,1,2,40
6,2,23,48,6,0,0,1,2,42
6,2,24,49,6,1,1,1,-4,38
6,2,25,50,6,1,0,0,0,38
6,3,1,51,6,1,0,0,0,38
6,3,2,52,2,1,0,0,0,38
6,3,3,53,3,0,0,1,6,44
6,3,4,54,3,1,0,1,6,50
6,3,5,55,3,1,0,1,6,56
6,3,6,56,3,0,0,1,6,62
6,3,7,57,3,0,0,1,6,68
6,3,8,58,3,1,1,1,-6,62
6,3,9,59,3,1,0,1,6,68
6,3,10,60,3,1,1,1,-6,62
6,3,11,61,5,1,0,1,3,65
6,3,12,62,5,0,0,1,3,68
6,3,13,63,3,1,1,0,0,68
6,3,14,64,5,1,0,0,0,68
6,3,15,65,3,1,0,1,6,74
6,3,16,66,3,1,1,1,-6,68
6,3,17,67,1,1,0,0,0,68
6,3,18,68,5,0,0,1,3,71
6,3,19,69,3,1,0,0,0,71
6,3,20,70,3,0,0,1,6,77
6,3,21,71,5,1,0,0,0,77
6,3,22,72,3,1,0,1,6,83
6,3,23,73,3,0,0,1,6,89
6,3,24,74,3,1,1,0,0,89
6,3,25,75,3,1,0,0,0,89
6,4,1,76,2,1,1,0,0,89
6,4,2,77,3,1,0,1,7,96
6,4,3,78,3,1,1,1,-7,89
6,4,4,79,6,1,1,1,-4,85
6,4,5,80,1,1,1,1,-3,82
6,4,6,81,3,1,0,0,0,82
6,4,7,82,4,1,0,0,0,82
6,4,8,83,2,1,1,1,-3,79
6,4,9,84,3,1,0,0,0,79
6,4,10,85,5,0,0,1,5,84
6,4,11,86,5,1,0,0,0,84
6,4,12,87,5,1,0,1,5,89
6,4,13,88,5,1,0,1,5,94
6,4,14,89,5,0,0,1,5,99
6,4,15,90,5,0,0,1,5,104
6,4,16,91,5,1,0,1,5,109
6,4,17,92,5,1,0,1,5,114
6,4,18,93,5,1,0,1,5,119
6,4,19,94,5,1,0,1,5,124
6,4,20,95,5,1,1,1,-9,115
6,4,21,96,3,1,1,1,-7,108
6,4,22,97,5,1,0,1,5,113
6,4,23,98,5,0,0,1,5,118
6,4,24,99,5,1,0,1,5,123
6,4,25,100,5,1,0,1,5,128
7,1,1,1,2,1,1,1,-5,-5
7,1,2,2,5,0,0,1,2,-3
7,1,3,3,6,1,0,1,5,2
7,1,4,4,6,1,0,1,5,7
7,1,5,5,6,1,0,1,5,12
7,1,6,6,6,1,0,1,5,17
7,1,7,7,6,0,0,1,5,22
7,1,8,8,6,1,0,1,5,27
7,1,9,9,6,1,0,1,5,32
7,1,10,10,6,1,1,1,-5,27
7,1,11,11,3,1,0,1,9,36
7,1,12,12,3,1,0,0,0,36
7,1,13,13,3,1,1,1,-9,27
7,1,14,14,6,0,0,1,5,32
7,1,15,15,6,1,0,0,0,32
7,1,16,16,6,0,0,1,5,37
7,1,17,17,6,1,1,1,-5,32
7,1,18,18,6,0,0,1,5,37
7,1,19,19,1,0,0,1,2,39
7,1,20,20,5,0,0,1,2,41
7,1,21,21,5,0,0,1,2,43
7,1,22,22,6,0,0,1,5,48
7,1,23,23,6,1,1,1,-5,43
7,1,24,24,3,1,0,0,0,43
7,1,25,25,5,1,0,1,2,45
7,2,1,26,2,1,1,1,-5,40
7,2,2,27,3,1,1,0,0,40
7,2,3,28,6,0,0,1,2,42
7,2,4,29,5,1,0,0,0,42
7,2,5,30,2,0,0,1,8,50
7,2,6,31,2,1,1,1,-5,45
7,2,7,32,3,1,1,1,-6,39
7,2,8,33,6,0,0,1,2,41
7,2,9,34,6,0,0,1,2,43
7,2,10,35,6,0,0,1,2,45
7,2,11,36,6,0,0,1,2,47
7,2,12,37,2,1,0,0,0,47
7,2,13,38,6,0,0,1,2,49
7,2,14,39,6,0,0,1,2,51
7,2,15,40,2,1,0,1,8,59
7,2,16,41,2,0,0,1,8,67
7,2,17,42,2,1,1,1,-5,62
7,2,18,43,6,1,0,1,2,64
7,2,19,44,2,1,1,0,0,64
7,2,20,45,1,1,1,1,-3,61
7,2,21,46,6,0,0,1,2,63
7,2,22,47,2,1,1,0,0,63
7,2,23,48,2,1,1,0,0,63
7,2,24,49,6,1,1,1,-4,59
7,2,25,50,2,1,1,1,-5,54
7,3,1,51,4,0,0,1,5,59
7,3,2,52,4,1,0,0,0,59
7,3,3,53,4,1,1,0,0,59
7,3,4,54,2,1,1,0,0,59
7,3,5,55,6,0,0,1,2,61
7,3,6,56,6,1,1,1,-2,59
7,3,7,57,4,0,0,1,5,64
7,3,8,58,4,1,0,0,0,64
7,3,9,59,4,1,1,1,-8,56
7,3,10,60,5,0,0,1,3,59
7,3,11,61,5,1,0,0,0,59
7,3,12,62,5,0,0,1,3,62
7,3,13,63,5,1,0,0,0,62
7,3,14,64,5,1,0,0,0,62
7,3,15,65,4,1,0,0,0,62
7,3,16,66,3,1,1,0,0,62
7,3,17,67,5,1,0,1,3,65
7,3,18,68,5,0,0,1,3,68
7,3,19,69,5,0,0,1,3,71
7,3,20,70,5,1,1,1,-6,65
7,3,21,71,1,0,0,1,3,68
7,3,22,72,1,0,0,1,3,71
7,3,23,73,1,0,0,1,3,74
7,3,24,74,1,1,1,0,0,74
7,3,25,75,1,1,0,1,3,77
7,4,1,76,2,1,1,1,-3,74
7,4,2,77,4,1,1,1,-10,64
7,4,3,78,6,1,1,0,0,64
7,4,4,79,1,0,0,1,4,68
7,4,5,80,1,1,1,1,-3,65
7,4,6,81,1,1,1,0,0,65
7,4,7,82,3,1,1,0,0,65
7,4,8,83,5,1,1,0,0,65
7,4,9,84,1,1,0,0,0,65
7,4,10,85,1,1,1,0,0,65
7,4,11,86,6,0,0,1,3,68
7,4,12,87,6,1,1,0,0,68
7,4,13,88,1,1,0,0,0,68
7,4,14,89,6,1,0,1,3,71
7,4,15,90,6,0,0,1,3,74
7,4,16,91,6,0,0,1,3,77
7,4,17,92,6,1,0,0,0,77
7,4,18,93,6,1,0,0,0,77
7,4,19,94,6,0,0,1,3,80
7,4,20,95,6,1,0,1,3,83
7,4,21,96,6,1,1,1,-4,79
7,4,22,97,1,1,1,0,0,79
7,4,23,98,6,0,0,1,3,82
7,4,24,99,6,1,1,1,-4,78
7,4,25,100,6,1,0,1,3,81
8,1,1,1,2,1,1,1,-5,-5
8,1,2,2,3,1,0,1,9,4
8,1,3,3,3,1,0,1,9,13
8,1,4,4,3,1,0,1,9,22
8,1,5,5,3,1,1,1,-9,13
8,1,6,6,6,1,0,1,5,18
8,1,7,7,6,0,0,0,0,18
8,1,8,8,1,1,1,1,-1,17
8,1,9,9,3,1,0,1,9,26
8,1,10,10,3,1,0,1,9,35
8,1,11,11,3,1,0,1,9,44
8,1,12,12,3,1,0,1,9,53
8,1,13,13,3,1,1,1,-9,44
8,1,14,14,3,0,0,1,9,53
8,1,15,15,4,1,1,1,-10,43
8,1,16,16,3,1,1,1,-9,34
8,1,17,17,3,1,1,1,-9,25
8,1,18,18,3,1,0,0,0,25
8,1,19,19,3,0,0,1,9,34
8,1,20,20,6,1,1,1,-5,29
8,1,21,21,5,0,0,1,2,31
8,1,22,22,3,0,0,1,9,40
8,1,23,23,3,1,1,1,-9,31
8,1,24,24,3,1,0,0,0,31
8,1,25,25,3,1,1,0,0,31
8,2,1,26,2,1,1,0,0,31
8,2,2,27,4,1,0,1,8,39
8,2,3,28,4,1,0,0,0,39
8,2,4,29,4,1,0,0,0,39
8,2,5,30,2,0,0,1,8,47
8,2,6,31,2,1,1,1,-5,42
8,2,7,32,4,0,0,1,8,50
8,2,8,33,4,1,1,1,-9,41
8,2,9,34,2,0,0,1,8,49
8,2,10,35,2,0,0,1,8,57
8,2,11,36,2,1,0,1,8,65
8,2,12,37,2,1,0,1,8,73
8,2,13,38,2,1,1,0,0,73
8,2,14,39,2,1,0,1,8,81
8,2,15,40,2,1,0,1,8,89
8,2,16,41,2,0,0,1,8,97
8,2,17,42,2,1,1,1,-5,92
8,2,18,43,2,1,1,1,-5,87
8,2,19,44,3,0,0,1,7,94
8,2,20,45,3,1,1,1,-6,88
8,2,21,46,4,0,0,1,8,96
8,2,22,47,2,1,1,0,0,96
8,2,23,48,3,1,0,1,7,103
8,2,24,49,3,1,1,1,-6,97
8,2,25,50,2,1,1,0,0,97
8,3,1,51,6,1,0,1,2,99
8,3,2,52,2,1,0,1,9,108
8,3,3,53,2,1,1,1,-4,104
8,3,4,54,1,1,0,1,3,107
8,3,5,55,1,0,0,1,3,110
8,3,6,56,1,1,0,1,3,113
8,3,7,57,1,0,0,1,3,116
8,3,8,58,2,1,0,1,9,125
8,3,9,59,2,1,1,1,-4,121
8,3,10,60,2,0,0,1,9,130
8,3,11,61,2,1,1,1,-4,126
8,3,12,62,1,1,1,1,-3,123
8,3,13,63,6,0,0,1,2,125
8,3,14,64,2,1,1,0,0,125
8,3,15,65,6,0,0,1,2,127
8,3,16,66,5,1,0,1,3,130
8,3,17,67,5,1,0,0,0,130
8,3,18,68,6,1,0,0,0,130
8,3,19,69,4,1,1,1,-8,122
8,3,20,70,1,1,0,0,0,122
8,3,21,71,2,1,1,1,-4,118
8,3,22,72,1,0,0,1,3,121
8,3,23,73,1,0,0,1,3,124
8,3,24,74,1,1,1,1,-3,121
8,3,25,75,6,1,0,0,0,121
8,4,1,76,6,1,0,1,3,124
8,4,2,77,5,0,0,1,5,129
8,4,3,78,5,0,0,1,5,134
8,4,4,79,5,1,0,1,5,139
8,4,5,80,5,0,0,1,5,144
8,4,6,81,5,1,0,1,5,149
8,4,7,82,5,0,0,1,5,154
8,4,8,83,5,1,1,1,-9,145
8,4,9,84,6,1,1,1,-4,141
8,4,10,85,4,1,0,0,0,141
8,4,11,86,5,1,0,0,0,141
8,4,12,87,1,0,0,1,4,145
8,4,13,88,1,1,0,1,4,149
8,4,14,89,1,1,1,1,-3,146
8,4,15,90,5,0,0,1,5,151
8,4,16,91,5,1,0,1,5,156
8,4,17,92,5,1,0,1,5,161
8,4,18,93,5,1,0,1,5,166
8,4,19,94,5,1,0,1,5,171
8,4,20,95,5,1,1,1,-9,162
8,4,21,96,1,0,0,1,4,166
8,4,22,97,5,1,0,0,0,166
8,4,23,98,5,0,0,1,5,171
8,4,24,99,5,1,0,1,5,176
8,4,25,100,5,1,0,1,5,181
9,1,1,1,6,1,1,1,-5,-5
9,1,2,2,4,1,1,1,-10,-15
9,1,3,3,5,1,1,0,0,-15
9,1,4,4,5,1,0,0,0,-15
9,1,5,5,5,0,0,1,2,-13
9,1,6,6,5,0,0,1,2,-11
9,1,7,7,5,0,0,0,0,-11
9,1,8,8,1,1,1,1,-1,-12
9,1,9,9,5,0,0,0,0,-12
9,1,10,10,5,0,0,0,0,-12
9,1,11,11,5,0,0,1,2,-10
9,1,12,12,5,0,0,0,0,-10
9,1,13,13,5,0,0,1,2,-8
9,1,14,14,5,1,0,0,0,-8
9,1,15,15,5,0,0,0,0,-8
9,1,16,16,5,0,0,0,0,-8
9,1,17,17,5,1,0,1,2,-6
9,1,18,18,5,0,0,1,2,-4
9,1,19,19,5,0,0,1,2,-2
9,1,20,20,5,0,0,1,2,0
9,1,21,21,5,0,0,1,2,2
9,1,22,22,5,0,0,1,2,4
9,1,23,23,5,1,0,1,2,6
9,1,24,24,5,0,0,1,2,8
9,1,25,25,5,1,0,1,2,10
9,2,1,26,6,0,0,1,2,12
9,2,2,27,6,0,0,1,2,14
9,2,3,28,6,0,0,1,2,16
9,2,4,29,6,1,1,1,-4,12
9,2,5,30,1,1,1,1,-3,9
9,2,6,31,4,1,1,0,0,9
9,2,7,32,4,0,0,1,8,17
9,2,8,33,4,1,1,0,0,17
9,2,9,34,4,0,0,1,8,25
9,2,10,35,4,1,1,1,-9,16
9,2,11,36,4,0,0,1,8,24
9,2,12,37,4,0,0,1,8,32
9,2,13,38,2,1,1,0,0,32
9,2,14,39,4,0,0,1,8,40
9,2,15,40,4,1,0,0,0,40
9,2,16,41,4,1,0,0,0,40
9,2,17,42,4,1,0,0,0,40
9,2,18,43,4,1,1,1,-9,31
9,2,19,44,4,1,1,0,0,31
9,2,20,45,6,0,0,1,2,33
9,2,21,46,6,0,0,1,2,35
9,2,22,47,6,0,0,1,2,37
9,2,23,48,6,0,0,1,2,39
9,2,24,49,4,1,0,0,0,39
9,2,25,50,6,1,0,0,0,39
9,3,1,51,5,1,1,0,0,39
9,3,2,52,6,1,1,0,0,39
9,3,3,53,2,1,1,0,0,39
9,3,4,54,3,1,0,0,0,39
9,3,5,55,6,0,0,1,2,41
9,3,6,56,6,1,1,0,0,41
9,3,7,57,6,1,1,0,0,41
9,3,8,58,6,0,0,1,2,43
9,3,9,59,6,0,0,1,2,45
9,3,10,60,6,0,0,1,2,47
9,3,11,61,6,0,0,1,2,49
9,3,12,62,6,0,0,1,2,51
9,3,13,63,6,0,0,1,2,53
9,3,14,64,6,1,1,0,0,53
9,3,15,65,6,0,0,1,2,55
9,3,16,66,6,1,0,0,0,55
9,3,17,67,6,0,0,1,2,57
9,3,18,68,6,1,0,1,2,59
9,3,19,69,6,0,0,1,2,61
9,3,20,70,6,0,0,1,2,63
9,3,21,71,6,0,0,1,2,65
9,3,22,72,6,0,0,1,2,67
9,3,23,73,6,1,1,0,0,67
9,3,24,74,6,1,0,0,0,67
9,3,25,75,6,1,0,1,2,69
9,4,1,76,5,1,1,1,-9,60
9,4,2,77,1,1,1,0,0,60
9,4,3,78,6,1,1,0,0,60
9,4,4,79,2,1,1,0,0,60
9,4,5,80,3,1,1,0,0,60
9,4,6,81,1,1,1,0,0,60
9,4,7,82,6,0,0,1,3,63
9,4,8,83,6,1,0,0,0,63
9,4,9,84,6,1,1,0,0,63
9,4,10,85,6,1,0,0,0,63
9,4,11,86,6,0,0,1,3,66
9,4,12,87,6,1,1,0,0,66
9,4,13,88,6,1,0,0,0,66
9,4,14,89,6,1,0,0,0,66
9,4,15,90,6,0,0,1,3,69
9,4,16,91,6,0,0,1,3,72
9,4,17,92,6,1,0,0,0,72
9,4,18,93,6,1,0,0,0,72
9,4,19,94,6,0,0,1,3,75
9,4,20,95,6,1,0,0,0,75
9,4,21,96,6,1,1,1,-4,71
9,4,22,97,6,0,0,1,3,74
9,4,23,98,6,0,0,1,3,77
9,4,24,99,6,1,1,0,0,77
9,4,25,100,6,1,0,0,0,77
10,1,1,1,2,1,1,1,-5,-5
10,1,2,2,3,1,0,1,9,4
10,1,3,3,3,1,0,1,9,13
10,1,4,4,3,1,0,1,9,22
10,1,5,5,3,1,1,1,-9,13
10,1,6,6,1,0,0,1,2,15
10,1,7,7,4,1,0,1,9,24
10,1,8,8,4,0,0,1,9,33
10,1,9,9,4,1,1,1,-10,23
10,1,10,10,3,1,0,0,0,23
10,1,11,11,3,1,0,0,0,23
10,1,12,12,6,0,0,1,5,28
10,1,13,13,6,1,0,1,5,33
10,1,14,14,6,0,0,1,5,38
10,1,15,15,6,1,0,1,5,43
10,1,16,16,6,0,0,1,5,48
10,1,17,17,6,1,1,1,-5,43
10,1,18,18,6,0,0,1,5,48
10,1,19,19,6,1,0,1,5,53
10,1,20,20,3,1,1,1,-9,44
10,1,21,21,6,0,0,1,5,49
10,1,22,22,6,0,0,1,5,54
10,1,23,23,4,1,0,1,9,63
10,1,24,24,5,0,0,1,2,65
10,1,25,25,4,0,0,1,9,74
10,2,1,26,4,1,0,1,8,82
10,2,2,27,4,1,0,1,8,90
10,2,3,28,4,1,0,1,8,98
10,2,4,29,4,1,0,1,8,106
10,2,5,30,4,1,0,1,8,114
10,2,6,31,4,1,1,1,-9,105
10,2,7,32,2,1,0,1,8,113
10,2,8,33,2,1,1,1,-5,108
10,2,9,34,4,0,0,1,8,116
10,2,10,35,4,1,1,1,-9,107
10,2,11,36,1,1,1,1,-3,104
10,2,12,37,4,0,0,1,8,112
10,2,13,38,4,1,0,1,8,120
10,2,14,39,5,1,0,1,5,125
10,2,15,40,4,1,0,1,8,133
10,2,16,41,4,1,0,1,8,141
10,2,17,42,4,1,0,1,8,149
10,2,18,43,4,1,1,1,-9,140
10,2,19,44,4,1,1,1,-9,131
10,2,20,45,5,1,0,1,5,136
10,2,21,46,5,0,0,0,0,136
10,2,22,47,6,0,0,1,2,138
10,2,23,48,4,1,1,0,0,138
10,2,24,49,5,0,0,1,5,143
10,2,25,50,5,1,1,0,0,143
10,3,1,51,2,1,1,0,0,143
10,3,2,52,4,1,0,1,5,148
10,3,3,53,4,1,1,1,-8,140
10,3,4,54,3,1,0,1,6,146
10,3,5,55,3,1,0,1,6,152
10,3,6,56,3,0,0,1,6,158
10,3,7,57,3,0,0,1,6,164
10,3,8,58,3,1,1,1,-6,158
10,3,9,59,3,1,0,1,6,164
10,3,10,60,5,0,0,1,3,167
10,3,11,61,5,1,0,1,3,170
10,3,12,62,3,1,1,0,0,170
10,3,13,63,6,0,0,1,2,172
10,3,14,64,3,0,0,1,6,178
10,3,15,65,3,1,0,0,0,178
10,3,16,66,5,1,0,1,3,181
10,3,17,67,3,1,0,1,6,187
10,3,18,68,3,1,1,1,-6,181
10,3,19,69,5,0,0,1,3,184
10,3,20,70,5,1,1,1,-6,178
10,3,21,71,3,0,0,1,6,184
10,3,22,72,3,1,0,1,6,190
10,3,23,73,3,0,0,1,6,196
10,3,24,74,3,1,1,1,-6,190
10,3,25,75,6,1,0,1,2,192
10,4,1,76,2,1,1,1,-3,189
10,4,2,77,1,1,1,1,-3,186
10,4,3,78,5,0,0,1,5,191
10,4,4,79,5,1,0,1,5,196
10,4,5,80,5,0,0,1,5,201
10,4,6,81,5,1,0,0,0,201
10,4,7,82,5,0,0,1,5,206
10,4,8,83,5,1,1,1,-9,197
10,4,9,84,5,1,0,1,5,202
10,4,10,85,3,1,1,1,-7,195
10,4,11,86,4,1,0,0,0,195
10,4,12,87,5,1,0,0,0,195
10,4,13,88,6,1,0,0,0,195
10,4,14,89,4,1,1,1,-10,185
10,4,15,90,5,0,0,1,5,190
10,4,16,91,5,1,0,1,5,195
10,4,17,92,5,1,0,1,5,200
10,4,18,93,5,1,0,1,5,205
10,4,19,94,5,1,0,0,0,205
10,4,20,95,5,1,1,0,0,205
10,4,21,96,5,1,0,1,5,210
10,4,22,97,5,1,0,0,0,210
10,4,23,98,5,0,0,1,5,215
10,4,24,99,5,1,0,0,0,215
10,4,25,100,5,1,0,1,5,220
